district,year,month,min_temperature_C,max_temperature_C,mean_temperature_C,avg_wind_speed_kmh,precipitation_sum_mm,precipitation_hours_h,extreme_weather_days,avg_shortwave_radiation_MJ_m2,avg_evapotranspiration_mm
Mullaitivu,2022,5,27.0,33.9,30.4,26.1,135.3,45,0,19.94,7.39
Mullaitivu,2022,6,26.7,35.4,31.0,16.8,162.6,48,0,24.26,8.41
Mullaitivu,2022,7,27.8,35.9,31.9,24.0,158.1,57,0,24.11,8.42
Mullaitivu,2022,8,27.5,33.6,30.6,22.4,193.0,30,0,24.76,7.84
Mullaitivu,2022,9,23.9,32.7,28.3,25.1,188.5,68,0,18.45,6.7
Mullaitivu,2022,10,24.6,32.3,28.4,17.7,210.1,86,0,21.68,7.07
Mullaitivu,2022,11,26.3,30.4,28.4,27.3,182.0,62,0,21.62,6.96
Mullaitivu,2022,12,23.3,27.8,25.6,25.2,287.2,80,2,24.96,7.37
Mullaitivu,2023,1,23.0,29.5,26.2,21.7,152.1,61,0,27.26,7.9
Mullaitivu,2023,2,22.3,31.1,26.7,23.9,238.9,81,0,21.59,7.67
Mullaitivu,2023,3,24.5,34.1,29.3,13.7,79.1,40,0,23.94,8.02
Mullaitivu,2023,4,25.9,34.3,30.1,17.4,105.6,63,0,25.59,8.12
Mullaitivu,2023,5,26.3,36.3,31.3,25.9,135.3,57,0,25.63,8.91
Mullaitivu,2023,6,27.7,35.3,31.5,21.8,157.5,49,0,21.38,7.66
Mullaitivu,2023,7,28.4,34.2,31.3,22.8,152.5,60,0,21.37,7.09
Mullaitivu,2023,8,26.0,33.5,29.8,19.4,180.7,50,0,25.98,8.56
Mullaitivu,2023,9,23.4,31.7,27.5,27.0,148.2,36,0,21.84,7.15
Mullaitivu,2023,10,25.1,29.4,27.2,21.5,208.9,64,1,23.29,7.69
Mullaitivu,2023,11,26.6,31.7,29.1,18.4,252.9,70,0,23.84,7.02
Mullaitivu,2023,12,21.9,27.5,24.7,20.3,240.1,70,0,19.61,7.3
Mullaitivu,2024,1,21.6,26.2,23.9,19.1,275.3,80,0,21.03,6.47
Mullaitivu,2024,2,22.6,30.4,26.5,21.5,208.8,70,0,23.88,6.93
Mullaitivu,2024,3,22.7,33.5,28.1,14.4,74.5,38,0,28.28,8.61
Mullaitivu,2024,4,23.2,32.7,28.0,23.3,41.0,33,0,21.76,7.55
Mullaitivu,2024,5,26.1,33.2,29.7,26.3,193.2,40,0,23.25,7.82
Mullaitivu,2024,6,27.7,36.5,32.1,22.2,128.7,32,0,24.2,8.49
Mullaitivu,2024,7,28.8,35.5,32.1,20.8,133.3,59,0,27.59,8.37
Mullaitivu,2024,8,28.4,36.2,32.3,14.3,189.9,47,0,23.87,7.95
Mullaitivu,2024,9,25.5,33.6,29.6,26.2,175.6,35,0,20.37,7.12
Mullaitivu,2024,10,24.6,30.3,27.5,24.3,238.0,82,0,19.47,6.52
Mullaitivu,2024,11,25.4,33.2,29.3,15.5,220.4,93,0,25.16,7.47
Mullaitivu,2024,12,20.5,31.0,25.8,18.6,134.0,46,0,25.82,7.62
Nuwara Eliya,2010,1,12.4,18.6,15.5,11.7,313.9,89,0,17.39,5.02
Nuwara Eliya,2010,2,10.5,18.8,14.7,16.2,221.8,55,0,21.74,5.44
Nuwara Eliya,2010,3,12.7,21.9,17.3,8.4,223.0,73,0,19.85,5.81
Nuwara Eliya,2010,4,12.0,18.3,15.2,12.6,142.7,70,0,22.62,5.1
Nuwara Eliya,2010,5,15.3,22.8,19.1,18.1,365.2,81,0,18.85,5.64
Nuwara Eliya,2010,6,16.4,21.7,19.0,12.7,540.2,122,0,16.41,5.36
Nuwara Eliya,2010,7,12.4,22.7,17.6,15.0,307.5,93,0,17.34,5.7
Nuwara Eliya,2010,8,12.9,19.8,16.4,12.6,500.9,99,0,22.47,6.38
Nuwara Eliya,2010,9,11.6,19.2,15.4,13.2,325.0,123,0,19.22,5.6
Nuwara Eliya,2010,10,10.3,19.6,15.0,14.0,267.9,62,0,14.63,4.66
Nuwara Eliya,2010,11,12.3,23.4,17.9,17.6,241.3,62,0,17.48,5.96
Nuwara Eliya,2010,12,12.3,16.6,14.5,12.6,322.5,84,0,20.5,5.26
Nuwara Eliya,2011,1,9.2,18.5,13.8,18.1,214.2,83,0,18.55,4.99
Nuwara Eliya,2011,2,9.5,18.1,13.8,11.4,234.7,69,0,20.52,4.76
Nuwara Eliya,2011,3,11.4,17.6,14.5,10.7,137.8,52,0,21.25,4.53
Nuwara Eliya,2011,4,13.3,20.6,17.0,9.0,131.2,37,0,23.68,5.54
Nuwara Eliya,2011,5,13.7,21.8,17.8,16.6,302.7,141,0,18.93,5.53
Nuwara Eliya,2011,6,15.4,23.4,19.4,15.4,375.6,145,0,14.56,5.15
Nuwara Eliya,2011,7,15.0,20.1,17.6,14.2,304.0,118,0,20.72,5.81
Nuwara Eliya,2011,8,14.2,21.7,17.9,15.3,336.1,83,0,18.73,5.65
Nuwara Eliya,2011,9,10.7,20.2,15.4,13.9,389.8,101,0,17.85,4.93
Nuwara Eliya,2011,10,11.2,20.6,15.9,12.6,195.6,37,0,16.55,4.95
Nuwara Eliya,2011,11,12.7,22.7,17.7,10.8,296.0,69,0,19.28,5.35
Nuwara Eliya,2011,12,8.1,18.9,13.5,19.4,265.8,95,0,18.17,5.22
Nuwara Eliya,2012,1,10.6,15.9,13.2,17.1,308.6,86,0,18.06,4.63
Nuwara Eliya,2012,2,9.3,15.5,12.4,12.7,287.1,55,0,19.15,4.49
Nuwara Eliya,2012,3,10.8,21.3,16.1,11.3,146.5,46,0,20.52,5.07
Nuwara Eliya,2012,4,10.4,18.8,14.6,11.0,169.8,50,0,20.29,5.17
Nuwara Eliya,2012,5,12.7,21.3,17.0,12.4,429.7,98,0,16.35,5.18
Nuwara Eliya,2012,6,12.9,20.6,16.8,15.8,311.9,94,0,15.8,4.98
Nuwara Eliya,2012,7,11.4,23.5,17.4,17.7,510.2,141,0,16.46,5.79
Nuwara Eliya,2012,8,13.3,23.0,18.1,14.5,324.1,81,0,18.32,5.51
Nuwara Eliya,2012,9,10.6,17.8,14.2,18.2,290.4,58,0,14.04,4.34
Nuwara Eliya,2012,10,10.0,19.8,14.9,10.0,256.3,92,0,18.22,5.01
Nuwara Eliya,2012,11,11.2,19.4,15.3,11.6,213.9,67,0,16.2,5.1
Nuwara Eliya,2012,12,9.4,17.8,13.6,13.1,287.6,89,0,21.06,5.18
Nuwara Eliya,2013,1,9.0,15.3,12.2,15.1,246.0,94,0,21.38,5.1
Nuwara Eliya,2013,2,11.3,17.4,14.3,9.3,240.7,77,0,16.83,4.82
Nuwara Eliya,2013,3,11.8,18.7,15.2,13.5,193.6,46,0,20.95,5.7
Nuwara Eliya,2013,4,13.9,21.7,17.8,8.8,128.1,65,0,21.02,5.55
Nuwara Eliya,2013,5,12.3,23.1,17.7,9.3,360.3,116,0,17.71,5.67
Nuwara Eliya,2013,6,12.0,22.0,17.0,9.0,331.9,135,0,14.27,4.73
Nuwara Eliya,2013,7,13.1,18.9,16.0,10.2,356.2,135,0,17.55,5.03
Nuwara Eliya,2013,8,15.3,22.1,18.7,15.4,515.3,107,0,18.98,5.66
Nuwara Eliya,2013,9,10.3,17.5,13.9,14.0,477.0,121,0,17.94,4.56
Nuwara Eliya,2013,10,13.2,18.7,15.9,14.5,264.3,75,0,17.79,4.92
Nuwara Eliya,2013,11,13.0,22.1,17.6,19.0,278.3,74,0,17.66,5.09
Nuwara Eliya,2013,12,10.9,18.6,14.8,11.3,256.2,97,0,17.38,4.32
Nuwara Eliya,2014,1,11.9,19.9,15.9,14.3,217.6,89,0,23.57,5.92
Nuwara Eliya,2014,2,10.6,18.4,14.5,17.4,177.4,61,0,21.29,5.04
Nuwara Eliya,2014,3,10.4,22.2,16.3,12.1,156.4,49,0,23.06,5.73
Nuwara Eliya,2014,4,12.7,20.6,16.6,11.5,193.7,48,0,23.11,5.14
Nuwara Eliya,2014,5,12.8,23.3,18.1,16.9,446.6,127,0,18.66,5.74
Nuwara Eliya,2014,6,14.3,20.0,17.1,12.1,346.5,125,0,13.89,4.4
Nuwara Eliya,2014,7,16.5,22.8,19.6,13.2,305.0,104,0,17.35,5.41
Nuwara Eliya,2014,8,12.4,25.3,18.9,17.2,527.3,90,0,21.51,6.76
Nuwara Eliya,2014,9,13.2,19.5,16.4,12.1,493.0,118,0,17.09,4.93
Nuwara Eliya,2014,10,13.9,21.5,17.7,19.7,285.1,100,0,12.2,4.41
Nuwara Eliya,2014,11,11.8,20.7,16.2,15.8,188.5,54,0,16.53,5.05
Nuwara Eliya,2014,12,8.8,18.8,13.8,12.5,335.4,131,0,19.08,4.84
Nuwara Eliya,2015,1,9.4,17.5,13.4,9.5,291.1,78,0,19.22,5.39
Nuwara Eliya,2015,2,8.1,19.6,13.9,18.4,197.1,30,0,17.67,4.65
Nuwara Eliya,2015,3,11.3,18.2,14.8,14.0,205.3,90,0,20.55,5.49
Nuwara Eliya,2015,4,13.2,20.5,16.9,13.2,162.8,33,0,19.22,5.54
Nuwara Eliya,2015,5,16.1,26.3,21.2,11.0,474.2,102,0,18.29,6.11
Nuwara Eliya,2015,6,13.1,22.5,17.8,15.0,486.6,140,0,14.72,5.09
Nuwara Eliya,2015,7,15.0,20.4,17.7,17.5,424.5,148,0,21.16,5.81
Nuwara Eliya,2015,8,15.0,21.7,18.4,14.6,363.0,144,0,21.51,5.88
Nuwara Eliya,2015,9,11.3,19.0,15.2,16.9,507.9,118,0,17.78,4.71
Nuwara Eliya,2015,10,11.3,19.6,15.5,13.0,280.2,80,0,14.36,4.56
Nuwara Eliya,2015,11,12.6,21.9,17.2,15.1,240.1,78,0,18.48,5.5
Nuwara Eliya,2015,12,9.3,18.2,13.8,12.3,182.3,64,0,18.68,5.23
Nuwara Eliya,2016,1,10.7,16.5,13.6,10.6,313.7,105,0,18.29,4.73
Nuwara Eliya,2016,2,9.1,17.8,13.4,15.0,216.2,58,0,20.06,5.45
Nuwara Eliya,2016,3,11.7,19.9,15.8,8.3,100.3,64,0,23.72,5.65
Nuwara Eliya,2016,4,10.3,21.8,16.1,14.6,124.2,50,0,22.95,5.38
Nuwara Eliya,2016,5,11.6,20.9,16.2,17.8,476.0,106,0,14.01,4.77
Nuwara Eliya,2016,6,14.3,22.2,18.2,13.2,323.3,109,0,17.47,5.1
Nuwara Eliya,2016,7,13.6,23.5,18.6,11.1,415.3,139,0,19.67,5.9
Nuwara Eliya,2016,8,14.6,22.5,18.6,11.2,337.0,93,0,21.1,5.72
Nuwara Eliya,2016,9,14.0,20.3,17.1,10.1,457.0,110,0,15.13,4.4
Nuwara Eliya,2016,10,13.3,20.1,16.7,15.1,255.4,74,0,18.87,4.9
Nuwara Eliya,2016,11,11.8,17.8,14.8,15.5,255.5,65,0,17.71,5.64
Nuwara Eliya,2016,12,11.2,19.5,15.3,17.0,223.0,80,0,18.26,5.14
Nuwara Eliya,2017,1,7.3,18.2,12.8,15.7,262.1,80,0,20.74,5.4
Nuwara Eliya,2017,2,9.3,19.9,14.6,16.1,316.9,108,0,17.37,4.86
Nuwara Eliya,2017,3,10.8,20.6,15.7,14.9,126.5,31,0,22.1,5.48
Nuwara Eliya,2017,4,11.3,18.8,15.1,9.7,178.2,54,0,24.32,5.08
Nuwara Eliya,2017,5,13.2,21.1,17.1,18.3,371.9,146,0,15.19,4.57
Nuwara Eliya,2017,6,13.5,21.9,17.7,12.5,359.7,146,0,15.83,5.26
Nuwara Eliya,2017,7,12.4,23.0,17.7,13.8,326.1,109,0,19.19,5.77
Nuwara Eliya,2017,8,14.9,21.0,17.9,19.4,497.6,137,1,17.9,5.46
Nuwara Eliya,2017,9,10.3,17.7,14.0,18.9,383.3,90,0,14.13,4.41
Nuwara Eliya,2017,10,13.3,21.9,17.6,13.5,222.7,98,0,19.2,5.78
Nuwara Eliya,2017,11,13.6,18.3,15.9,14.8,222.5,96,0,17.22,5.18
Nuwara Eliya,2017,12,11.6,18.8,15.2,14.3,240.5,51,0,19.71,4.52
Nuwara Eliya,2018,1,9.5,15.8,12.7,12.8,234.0,79,0,20.57,4.34
Nuwara Eliya,2018,2,11.5,17.1,14.3,13.6,325.5,121,0,21.89,5.18
Nuwara Eliya,2018,3,11.9,19.8,15.9,9.5,154.1,39,0,22.02,5.99
Nuwara Eliya,2018,4,11.0,19.2,15.1,8.6,148.0,55,0,20.72,4.75
Nuwara Eliya,2018,5,15.3,22.0,18.6,12.2,442.0,111,0,15.46,5.31
Nuwara Eliya,2018,6,12.8,22.6,17.7,14.5,351.7,115,0,15.89,5.56
Nuwara Eliya,2018,7,14.8,21.6,18.2,15.9,431.2,120,0,20.5,5.58
Nuwara Eliya,2018,8,13.0,20.8,16.9,18.1,348.9,117,0,22.56,5.7
Nuwara Eliya,2018,9,10.9,19.7,15.3,13.2,404.4,108,0,17.36,5.69
Nuwara Eliya,2018,10,13.4,21.5,17.4,12.2,222.3,96,0,17.65,5.44
Nuwara Eliya,2018,11,11.5,20.3,15.9,12.7,299.7,69,0,18.1,4.82
Nuwara Eliya,2018,12,9.6,18.2,13.9,12.9,253.5,71,0,20.85,5.25
Nuwara Eliya,2019,1,9.3,19.3,14.3,12.0,286.8,60,0,23.08,5.77
Nuwara Eliya,2019,2,10.3,15.9,13.1,12.3,286.0,86,0,17.96,4.66
Nuwara Eliya,2019,3,13.6,19.0,16.3,7.9,150.8,36,0,22.14,5.4
Nuwara Eliya,2019,4,10.0,22.3,16.1,14.5,189.9,48,0,24.36,6.01
Nuwara Eliya,2019,5,13.3,22.6,18.0,12.9,535.9,149,0,18.25,5.43
Nuwara Eliya,2019,6,15.0,21.5,18.2,14.6,414.9,124,0,15.33,5.03
Nuwara Eliya,2019,7,14.1,20.1,17.1,16.7,319.5,134,0,18.79,5.5
Nuwara Eliya,2019,8,14.8,20.9,17.9,14.6,373.9,105,0,15.35,4.94
Nuwara Eliya,2019,9,10.0,17.9,13.9,17.5,349.8,116,0,17.12,4.57
Nuwara Eliya,2019,10,11.3,22.3,16.8,16.6,215.7,62,0,17.99,5.94
Nuwara Eliya,2019,11,10.8,18.5,14.7,18.4,192.2,64,0,17.52,4.62
Nuwara Eliya,2019,12,7.4,17.2,12.3,13.4,270.8,94,0,22.4,5.38
Nuwara Eliya,2020,1,11.6,20.2,15.9,16.1,248.6,81,0,20.54,5.85
Nuwara Eliya,2020,2,8.4,20.5,14.4,12.8,220.1,70,0,20.53,5.39
Nuwara Eliya,2020,3,11.6,19.2,15.4,9.2,165.8,42,0,21.07,5.27
Nuwara Eliya,2020,4,13.5,20.9,17.2,12.3,87.3,35,0,18.81,5.32
Nuwara Eliya,2020,5,12.2,23.1,17.6,14.7,407.0,84,0,16.62,5.24
Nuwara Eliya,2020,6,13.4,24.0,18.7,17.9,355.2,99,0,17.24,6.08
Nuwara Eliya,2020,7,15.2,22.2,18.7,11.9,498.4,84,0,19.51,6.04
Nuwara Eliya,2020,8,16.1,22.8,19.5,12.4,393.8,113,0,18.08,5.39
Nuwara Eliya,2020,9,10.0,17.1,13.6,17.3,316.4,107,0,15.16,4.63
Nuwara Eliya,2020,10,12.1,20.1,16.1,13.7,209.9,73,0,15.75,4.32
Nuwara Eliya,2020,11,13.2,22.7,17.9,15.3,198.1,49,0,17.5,5.71
Nuwara Eliya,2020,12,10.7,17.2,13.9,9.6,246.3,84,0,22.66,5.43
Nuwara Eliya,2021,1,9.0,18.6,13.8,9.9,261.1,75,0,16.69,4.27
Nuwara Eliya,2021,2,8.1,16.4,12.2,15.3,280.5,70,0,19.43,4.85
Nuwara Eliya,2021,3,10.1,20.0,15.1,12.1,172.3,50,0,20.14,5.35
Nuwara Eliya,2021,4,13.8,22.3,18.1,7.9,182.4,50,0,20.02,5.84
Nuwara Eliya,2021,5,16.2,22.6,19.4,16.9,394.4,91,0,19.69,5.32
Nuwara Eliya,2021,6,14.8,22.1,18.5,16.0,479.8,106,0,15.61,5.23
Nuwara Eliya,2021,7,13.1,23.4,18.2,11.4,271.3,67,0,20.62,6.3
Nuwara Eliya,2021,8,12.0,21.1,16.6,11.6,404.1,129,0,21.54,6.05
Nuwara Eliya,2021,9,11.3,20.3,15.8,11.2,511.2,145,0,16.17,5.09
Nuwara Eliya,2021,10,11.4,21.0,16.2,11.0,240.1,51,0,19.59,5.61
Nuwara Eliya,2021,11,14.1,19.2,16.6,9.3,254.6,93,0,14.76,4.87
Nuwara Eliya,2021,12,9.1,16.9,13.0,15.4,259.0,81,0,21.23,4.41
Nuwara Eliya,2022,1,10.7,19.2,14.9,16.9,209.1,58,0,24.01,5.95
Nuwara Eliya,2022,2,9.9,16.4,13.1,13.6,216.5,100,0,20.03,5.23
Nuwara Eliya,2022,3,13.1,18.7,15.9,12.1,180.1,37,0,22.41,5.24
Nuwara Eliya,2022,4,11.6,20.5,16.1,11.9,151.8,67,0,22.78,6.47
Nuwara Eliya,2022,5,14.8,20.3,17.6,14.6,487.5,81,0,15.89,4.86
Nuwara Eliya,2022,6,11.8,22.8,17.3,14.8,392.1,97,0,16.77,5.11
Nuwara Eliya,2022,7,13.2,24.5,18.9,9.0,528.7,104,0,15.88,5.57
Nuwara Eliya,2022,8,13.0,22.8,17.9,11.0,552.9,102,0,17.23,5.82
Nuwara Eliya,2022,9,10.3,20.8,15.6,16.2,299.1,88,0,16.07,5.02
Nuwara Eliya,2022,10,11.3,19.2,15.2,12.0,238.0,89,0,17.12,4.62
Nuwara Eliya,2022,11,14.0,20.7,17.4,16.3,246.0,83,0,16.97,5.77
Nuwara Eliya,2022,12,9.0,19.2,14.1,12.5,215.1,51,0,22.21,5.81
Nuwara Eliya,2023,1,11.2,16.5,13.8,15.1,259.3,66,0,21.96,5.33
Nuwara Eliya,2023,2,10.0,15.5,12.8,12.5,310.8,120,0,17.87,5.02
Nuwara Eliya,2023,3,12.0,18.8,15.4,14.7,141.9,52,0,18.03,4.83
Nuwara Eliya,2023,4,14.0,17.9,15.9,13.0,135.2,35,0,20.87,5.07
Nuwara Eliya,2023,5,15.2,20.9,18.0,12.0,377.3,121,0,15.72,4.97
Nuwara Eliya,2023,6,14.9,19.6,17.2,19.5,351.4,106,0,16.38,4.93
Nuwara Eliya,2023,7,13.2,23.8,18.5,14.4,466.8,96,0,17.56,5.91
Nuwara Eliya,2023,8,14.3,22.9,18.6,11.1,458.7,143,0,14.94,5.52
Nuwara Eliya,2023,9,13.9,19.5,16.7,16.7,471.9,119,0,15.47,5.65
Nuwara Eliya,2023,10,12.0,21.8,16.9,17.9,291.4,73,0,16.11,5.18
Nuwara Eliya,2023,11,11.5,18.7,15.1,15.8,238.6,79,0,17.8,4.24
Nuwara Eliya,2023,12,10.9,16.3,13.6,11.4,170.6,61,0,19.9,4.12
Nuwara Eliya,2024,1,9.8,18.1,14.0,12.7,240.6,98,0,16.49,4.61
Nuwara Eliya,2024,2,11.3,19.1,15.2,12.8,286.8,64,0,18.45,5.06
Nuwara Eliya,2024,3,13.9,18.2,16.1,6.4,183.9,62,0,23.63,5.63
Nuwara Eliya,2024,4,10.1,19.0,14.6,12.1,131.9,37,0,24.59,5.91
Nuwara Eliya,2024,5,12.7,23.1,17.9,16.8,333.3,139,0,14.64,5.09
Nuwara Eliya,2024,6,14.2,21.6,17.9,9.6,402.2,128,0,17.22,5.01
Nuwara Eliya,2024,7,13.3,21.4,17.4,17.6,290.2,67,0,21.23,6.04
Nuwara Eliya,2024,8,16.0,21.7,18.9,13.9,368.4,129,0,17.02,5.84
Nuwara Eliya,2024,9,11.9,21.3,16.6,10.6,496.7,133,0,16.52,4.97
Nuwara Eliya,2024,10,12.0,20.5,16.2,12.4,227.8,52,0,14.23,4.87
Nuwara Eliya,2024,11,12.9,17.3,15.1,15.0,304.4,80,0,19.09,4.57
Nuwara Eliya,2024,12,9.8,18.2,14.0,15.1,189.5,45,0,18.1,4.97
Polonnaruwa,2010,1,19.2,28.5,23.9,13.7,225.2,52,0,24.85,7.21
Polonnaruwa,2010,2,20.2,27.8,24.0,19.4,222.8,72,0,22.92,6.66
Polonnaruwa,2010,3,22.7,34.4,28.5,13.9,19.5,41,0,26.32,8.24
Polonnaruwa,2010,4,23.6,34.8,29.2,13.2,28.5,38,0,23.07,7.86
Polonnaruwa,2010,5,29.3,38.8,34.0,15.0,138.1,62,0,21.68,8.13
Polonnaruwa,2010,6,25.9,37.4,31.6,21.3,127.6,42,0,24.17,8.53
Polonnaruwa,2010,7,27.3,38.3,32.8,17.3,110.4,64,0,27.78,8.74
Polonnaruwa,2010,8,27.9,38.7,33.3,17.5,110.4,63,0,23.01,8.26
Polonnaruwa,2010,9,22.0,33.2,27.6,12.1,101.0,49,0,23.33,7.41
Polonnaruwa,2010,10,22.4,34.9,28.6,19.1,110.1,57,0,25.12,8.69
Polonnaruwa,2010,11,22.3,33.1,27.7,14.0,152.8,33,0,24.75,7.69
Polonnaruwa,2010,12,18.7,27.2,22.9,14.0,137.0,49,0,25.72,7.2
Polonnaruwa,2011,1,18.3,26.8,22.6,16.5,138.4,69,0,29.09,7.27
Polonnaruwa,2011,2,20.1,29.0,24.6,16.5,213.3,53,0,24.28,7.52
Polonnaruwa,2011,3,23.0,31.0,27.0,12.5,26.3,17,0,27.59,7.38
Polonnaruwa,2011,4,22.3,30.7,26.5,11.5,86.4,43,0,24.64,6.96
Polonnaruwa,2011,5,27.2,38.3,32.8,17.1,131.1,48,0,24.79,8.51
Polonnaruwa,2011,6,27.3,37.4,32.4,20.0,60.1,39,0,22.86,8.16
Polonnaruwa,2011,7,28.0,35.5,31.8,20.8,127.5,70,0,25.02,8.47
Polonnaruwa,2011,8,28.1,39.0,33.5,21.0,139.7,52,0,28.15,8.97
Polonnaruwa,2011,9,24.9,31.7,28.3,17.0,36.0,16,0,18.37,7.15
Polonnaruwa,2011,10,23.2,34.2,28.7,14.3,128.3,38,0,18.5,7.73
Polonnaruwa,2011,11,23.6,34.0,28.8,13.4,195.5,66,0,25.12,8.14
Polonnaruwa,2011,12,18.2,30.1,24.1,18.3,172.5,67,0,22.57,7.43
Polonnaruwa,2012,1,18.3,28.7,23.5,19.0,243.2,92,0,24.88,7.61
Polonnaruwa,2012,2,19.6,27.8,23.7,13.5,246.9,59,0,26.67,7.47
Polonnaruwa,2012,3,25.3,31.9,28.6,13.9,16.3,22,0,26.8,7.65
Polonnaruwa,2012,4,24.0,33.2,28.6,10.2,41.2,40,0,23.51,7.62
Polonnaruwa,2012,5,28.3,38.8,33.5,21.1,109.2,54,0,23.49,9.16
Polonnaruwa,2012,6,28.4,35.4,31.9,15.9,130.8,67,0,25.65,8.38
Polonnaruwa,2012,7,26.9,38.3,32.6,17.0,84.2,42,0,26.53,9.17
Polonnaruwa,2012,8,27.2,37.8,32.5,19.6,78.4,21,0,21.4,8.04
Polonnaruwa,2012,9,25.9,35.3,30.6,16.5,113.0,60,0,22.87,7.93
Polonnaruwa,2012,10,24.1,31.4,27.8,17.6,88.7,45,0,20.71,7.19
Polonnaruwa,2012,11,23.2,35.7,29.5,19.8,98.6,18,0,22.88,7.45
Polonnaruwa,2012,12,19.6,27.4,23.5,17.0,148.2,49,0,21.75,6.91
Polonnaruwa,2013,1,18.8,27.9,23.4,12.2,223.7,60,0,21.16,6.77
Polonnaruwa,2013,2,18.1,27.2,22.6,20.3,88.7,34,0,25.03,7.2
Polonnaruwa,2013,3,21.8,31.7,26.8,12.0,55.5,29,0,25.02,8.04
Polonnaruwa,2013,4,22.3,34.0,28.1,16.5,50.7,38,0,27.27,8.33
Polonnaruwa,2013,5,27.0,39.1,33.0,13.0,92.1,44,0,21.42,8.47
Polonnaruwa,2013,6,28.3,36.3,32.3,13.5,95.0,39,0,21.35,8.48
Polonnaruwa,2013,7,26.9,38.4,32.6,11.7,120.0,39,0,26.77,9.19
Polonnaruwa,2013,8,28.1,36.5,32.3,13.8,132.4,45,0,24.91,8.23
Polonnaruwa,2013,9,23.9,34.8,29.3,18.6,77.3,41,0,21.24,7.77
Polonnaruwa,2013,10,24.0,34.4,29.2,16.3,121.4,66,0,21.44,8.15
Polonnaruwa,2013,11,25.8,32.0,28.9,22.0,169.0,43,0,21.21,7.51
Polonnaruwa,2013,12,19.8,27.4,23.6,22.1,223.9,79,0,23.39,7.09
Polonnaruwa,2014,1,20.8,29.0,24.9,13.4,192.0,52,0,24.91,7.4
Polonnaruwa,2014,2,18.9,28.0,23.4,13.7,258.9,95,0,26.36,7.52
Polonnaruwa,2014,3,23.2,32.4,27.8,17.0,48.5,28,0,22.78,7.92
Polonnaruwa,2014,4,22.0,32.0,27.0,15.4,58.4,34,0,28.43,8.25
Polonnaruwa,2014,5,28.0,35.8,31.9,16.5,116.8,66,0,19.73,7.26
Polonnaruwa,2014,6,29.0,36.5,32.8,17.3,124.0,53,0,23.95,7.96
Polonnaruwa,2014,7,29.3,33.0,31.1,15.6,129.1,63,0,27.88,8.5
Polonnaruwa,2014,8,26.5,35.8,31.1,17.8,136.5,33,0,26.93,8.91
Polonnaruwa,2014,9,24.1,32.4,28.2,18.9,173.1,41,0,24.33,7.66
Polonnaruwa,2014,10,22.8,32.6,27.7,20.8,203.6,93,1,21.83,7.21
Polonnaruwa,2014,11,24.2,32.7,28.5,14.0,240.0,53,0,24.27,7.98
Polonnaruwa,2014,12,19.0,26.9,22.9,17.9,269.1,56,0,25.26,7.58
Polonnaruwa,2015,1,21.9,29.2,25.5,19.5,92.9,23,0,22.68,7.07
Polonnaruwa,2015,2,19.3,27.4,23.4,17.1,237.9,83,0,20.54,6.75
Polonnaruwa,2015,3,24.8,33.6,29.2,16.5,13.2,24,0,26.38,8.05
Polonnaruwa,2015,4,23.5,32.3,27.9,15.7,119.0,40,0,21.23,7.18
Polonnaruwa,2015,5,26.3,36.5,31.4,14.3,124.1,67,0,22.27,7.86
Polonnaruwa,2015,6,26.5,39.0,32.8,17.0,126.4,55,0,25.14,8.7
Polonnaruwa,2015,7,28.8,37.2,33.0,18.6,82.1,31,0,23.84,8.26
Polonnaruwa,2015,8,28.4,37.9,33.1,19.7,154.1,35,0,25.13,8.62
Polonnaruwa,2015,9,24.1,33.1,28.6,20.2,121.1,41,0,20.18,7.23
Polonnaruwa,2015,10,23.9,32.4,28.1,11.4,147.2,66,0,25.53,7.59
Polonnaruwa,2015,11,23.7,31.1,27.4,10.8,114.7,32,0,19.2,6.61
Polonnaruwa,2015,12,19.4,31.6,25.5,17.8,177.1,65,0,27.41,7.94
Polonnaruwa,2016,1,20.9,27.3,24.1,22.5,210.3,73,0,25.07,7.0
Polonnaruwa,2016,2,19.9,31.0,25.4,14.6,203.0,59,0,26.35,8.24
Polonnaruwa,2016,3,24.1,30.5,27.3,16.1,35.9,34,0,20.64,6.93
Polonnaruwa,2016,4,23.6,32.9,28.2,12.9,10.0,29,0,28.52,8.5
Polonnaruwa,2016,5,28.0,36.2,32.1,20.7,84.1,27,0,18.86,7.61
Polonnaruwa,2016,6,25.2,39.3,32.2,13.7,124.7,33,0,20.96,8.32
Polonnaruwa,2016,7,28.1,34.9,31.5,14.2,91.3,17,0,25.08,8.42
Polonnaruwa,2016,8,28.1,36.7,32.4,20.3,73.9,38,0,26.78,8.99
Polonnaruwa,2016,9,22.9,33.7,28.3,13.3,116.4,53,0,23.65,8.06
Polonnaruwa,2016,10,25.2,34.0,29.6,18.8,65.8,16,0,21.11,7.34
Polonnaruwa,2016,11,23.1,34.6,28.9,16.9,202.5,73,0,19.87,8.12
Polonnaruwa,2016,12,19.5,29.3,24.4,16.9,159.9,47,0,28.2,7.82
Polonnaruwa,2017,1,18.7,29.6,24.1,19.3,119.0,56,0,24.82,7.07
Polonnaruwa,2017,2,19.9,26.7,23.3,15.0,151.8,37,0,22.52,5.99
